,screen_name,name,text,followers_count,friends_count
2321,Lulu18141139,Lulu,"Cadê vc, Nélia???
Vamos comemorar Lula Gigante? https://t.co/FXptNnAoXp",165,101
2322,adrianodesenv,Adriano,"@bernardokuster2 Tinha que prender o moro e pagar pelo roubo alguém roubou senão foi o lula , foi o moro.",144,302
2323,Inalucia5,Inalucia,RT @franciscomacsoa: Deputado Daniel Silveira preso por criticar STF e Lula solto tendo roubado o Brasil. Sem mais...,702,892
2324,sjario9,"Brasil com S , sacou ?",RT @CosmonautaPato: O pânico de @realsardenberg e @miriamleitao é q eles sabem q Lula explica direitinho p o povo q o verdadeiro explorador…,1732,5002
2325,ThiagoAssisTh,Thiago,"RT @MarteAwqakuq: eu gosto do lula? não

eu gosto do lula? sim",1055,1028
2326,ConsuelhoDa,consul,"RT @filipebarrost: É preciso entender o que houve:

Para impedir o STF de julgar a parcialidade de Moro e procuradores lavajatistas (nítida…",27,106
2327,pedrolucaoliv,Fã do Kojima,não me vem com esse papo de nem lula nem bolsonaro não por favor pq um deixou 250mil pessoas morrerem e o outro col… https://t.co/vmnYTAmqIp,385,450
2328,juliamariiiana,Júlia Mariana,RT @bellabarretto_: nem lula nem bolsonaro pau no cu nos dois,145,147
2329,BrunoLimaHD,Bruno HD,Conheça EDSON FACHIN: o ministro que tornou LULA elegível https://t.co/JApiwmwbDf via @YouTube #lula  Governo Lula,53,97
2330,LulluMMS,LuluEsperança,"RT @ptbrasil: 🔴 A entrevista do ex-presidente Lula foi remarcada para amanhã (10), 11h, em razão do julgamento da suspeição do ex-juiz Sérg…",2538,2640
2331,lobotomiacoleti,Fabio Castro,"RT @willgomes: Os jornalistas e comentaristas de política deveriam abster-se hoje  pelo menos dos 3 argumentos mais odiosos: 1) ""o efeito L…",189,632
2332,Licunhag1,Licunhag,"RT @MarceloFreixo: A decisão de Fachin que anulou as condenações de Lula está correta. O julgamento conduzido por Moro foi viciado, polític…",258,568
2333,EmpadaoDelicia,Theuzinho,"RT @biazitagomes: "" a bolsa despencou por causa do lula"".

Amigo vc tá dirigindo um UBER pq a direita destruiu a economia.",176,146
2334,Patriot74704824,Patriota,"RT @Rconstantino: O jornalista ""liberal"" está afirmando que Bolsonaro é PIOR do que Lula, que o defensor de Fidel Castro e Maduro é mais de…",91,145
2335,HPaglacci,Helide Paglacci,RT @leandroruschel: Supremo já havia decidido 8 VEZES que a Vara de Curitiba era competente para julgar os crimes identificados na Lava Jat…,195,357
2336,SociaIistSam,Sam²,RT @oednaldopereira: Presidente  Lula  fã  de imitação  Ednaldo Pereira https://t.co/xBZvtWwcN6,51,103
2337,vini_elsem,Vinicius,@oiegustav O Gustavo já voltou. Só falta o Lula!,154,274
2338,JoseZecarruda,José Luiz. Conservador e Bolsonarista,"RT @EnockFormiga: Lula não provou sua inocência. Apenas mostrou que o STF é o responsável por toda corrupção no país.
 #STFOrganizacaoCrimi…",531,1064
2339,zzuccco,Marcos Zuccolotto,RT @sensacionalista: Lula prejudica a economia e derruba a bolsa https://t.co/4hY7tHVI2Z,53,301
2340,silvrib,silv,RT @xicosa: Aqui sim!!! Alegria de Bolsonaro em concorrer com Lula é conversa para boi dormir - 09/03/2021 - UOL Notícias https://t.co/ZZUA…,986,345
2341,Joo83436911,Já fui Brasileiro,RT @RudaMorcillo: Bom dia para quem sabe que o Ciro Gomes rolou na cama a noite inteira de tanto ódio do Lula! 🤭,2118,3182
2342,ManoJuOliveira1,Mano Ju Oliveira,"RT @juninholima: A imprensa e o mercado dizendo que agora são dois candidatos populistas, gastadores com o estado, se esquecem que Lula dei…",12542,12351
2343,xiiiiiies,Tiette da Juliette,"RT @luizpaulor: O que falta para deixar o povo mais feliz?

Um avião com uma faixa sobrevoando a casa do BBB para avisar a Juliette que Lul…",124,176
2344,WeslleyWbraga,🦅🦅 weslley patriota//🇧🇷🇺🇸🇮🇱,RT @Victorinogustav: Gilmar Mendes vai tentar anular todas as sentenças da Lava Jato e libertar todos os condenados pela operação. Lula foi…,2351,4865
2345,rodrigo_nunes_0,Rodrigo Nunes,"RT @MariaSo92340189: @ArthurLira_ #IntervencaoCivicaMilitarComBolsonaroNoPoder. 
Lula: ""Poder Judiciário não vale nada. O que vale são as r…",96,355
2346,marceloverly,Marcelo Verly,"RT @Pedro_Barciela: Em 2017 Lula alertou Moro: ""esses mesmos que me atacam hoje, se tiverem sinais de que eu serei absolvido, prepare-se, p…",3002,4465
2347,RodrigoTroppo,Rodrigo NÃO A FRENTE AMPLA.Fora todos os golpistas,"Lula adia entrevista para quarta-feira 

PCO
DCO

https://t.co/p7Pk54Ixq1 via @causa_operaria",1230,1868
2348,carlostaiti,carlos jose andrade,"@Paulo13Romao Absolvido por excesso de crimes pelo ministro Edson Fachin, Lula transformou-se no inocente mais culp… https://t.co/Cd5rsNZ1Zk",38,158
2349,FabioHenPeixoto,Fábio Henrique Peixoto,"RT @PauloMartins10: Independente do mérito jurídico,  engane-se quem acha que a volta de Lula ao xadrez eleitoral beneficia Bolsonaro. A po…",25,108
2350,Juliaa_gabiih,uJ,Eu não acredito que alguém em sã consciência votaria no Lula,127,126
2351,magnamoreira_,Magna,RT @FabioORibeiro: @MendesOnca @revistaforum Coitado desse vagabundo do @ClubeMilitar. Se Lula morrer ou for morto ele imediatamente se tor…,5093,3887
2352,SebastioRegina1,Sebastião Reginaldo Diniz,RT @opiniaoredetv: O Opinião no Ar desta terça-feira (09) vai abordar a decisão do STF sobre os processos de Lula na Lava Jato. Participe d…,517,91
2353,IcaduI,CADU,RT @PQPedro_: FELIZ DIA DAS MULHERES AO PRESIDENTE LULA Q EH UMA MULHER NEGRA,315,208
2354,huguinho45,huguinho45,RT @salimmattarBR: Consequência da anulação da condenação do ex-presidiário Lula: insegurança jurídica! Com isso a bolsa fechou em queda de…,101,997
2355,LeandroCQuinto,Leandro C Quintão,"RT @direitasiqueira: RESOLVI SAIR DO BRASIL SE O LULA GANHAR!!! 😤

MAS DEPOIS EU LEMBREI QUE O DOLAR TÁ 6 REAIS E NENHUM PAÍS TÁ DEIXANDO B…",32,88
2356,Bunnyjunmy,não sei mais se isso eh mesmo um fc,RT @buarrocha: Entendo uma esquerda que ja nasceu caviar não ter referência no Lula. Não viu a geladeira chegando. Não viu o bairro mudando…,87,160
2357,franca_marciel,Marciel souza franca,"RT @BobjeffHD: Para se ver como o PT aparelhou a Justiça. Daniel Silveira não roubou, mas fez duras críticas ao STF e foi preso. Já Lula ro…",2532,3186
2358,ladyvicspanhol1,ladyvicspanhol,"RT @Rconstantino: ""Agora o país vai ficar dividido novamente... Os que odeiam Lula e os que odeiam Bolsonaro... Só um homem pode unir o paí…",2626,2418
2359,Neilronico,ℕ𝕖𝕚𝕝𝕣ô𝕟𝕚𝕔𝕠 𝕖𝕞 𝕔𝕒𝕤𝕒 🏳️‍🌈,RT @sensacionalista: Lula prejudica a economia e derruba a bolsa https://t.co/4hY7tHVI2Z,1177,2589
2360,Flavinha_AB,Flávia A.,"RT @IvanValente: Inacreditável o Editorial do Estadão. Perfila ódio figadal contra Lula, nada sobre os crimes explícitos de Moro e sua turm…",860,1390
2361,damnillo,pyro,bolsonaro é escravo astral de lula,21370,703
2362,abreun13,cidadão de mal,"RT @RudaMorcillo: Tudo oq não falaram no Jornal Nacional ontem, Lula falará hoje a partir das 14h. #LulaFalaAoBrasilHoje",755,1387
2363,art_abraaao,art,RT @sensacionalista: Lula prejudica a economia e derruba a bolsa https://t.co/4hY7tHVI2Z,821,799
2364,MarcelooMoU,🇧🇷MoU🔴⚫,"RT @PlenoNews: Após decisão do STF sobre Lula, Novo vira oposição a Bolsonaro #STF #Novo #Bolsonaro #PlenoNews

https://t.co/zzc4RgUxxT",60,226
2365,carol_melao,moon child 🌙,RT @amyexemplr: eu e minhas amigas indo votar no Lula em 2022 https://t.co/dZFPPBbhd1,623,820
2366,nelsontildro,nelsontildro,RT @PastorMalafaia: QUEM É FACHIN QUE LIBEROU LULA. NÃO PRECISA DIZER MAIS NADA! https://t.co/gXpKKqHcPp,2417,2948
2367,brunnomade,jovem moderno,"RT @oisacness: ""Mas cê acha que o Lula é o ideal?""

Então, se você precisa de um presidente IDEAL pra poder votar contra um genocida tem qu…",1157,460
2368,Pedronizinha1,pedroni✨,"RT @eusamantalima: Lula: premiado pela ONU como “Campeão Mundial na Luta Contra a Fome”

Bolsonaro: “não sou coveiro” 

Isso não é idolatra…",133,224
2369,ciizezphrr,dudu,RT @glhrxm: lula voltou antes que a rihanna,20,27
2370,NeoMixed,DSG,"RT @caamila_sr: “Nem Bolsonaro nem Lula” 
vai apertar 17 de novo né vagabunda?!",205,290
2371,marlene_preuss,Marlene Preuss,"RT @BobjeffHD: Para se ver como o PT aparelhou a Justiça. Daniel Silveira não roubou, mas fez duras críticas ao STF e foi preso. Já Lula ro…",741,823
2372,tmjconservadora,Renata #Perfil Bolsonarista #Anti-Esquerdista,"RT @igoraraujojj: Fale oq quiser do Lula, mas o cara é um gênio da política brasileira. Ele construiu o puxadinho do PT no STF, pois sabia…",4430,4384
2373,xerenguinha,Britney Spears no self service,LULA EU QUERO TOMAR CERVEJA ALEGRE LULA POR FAVOR 😭😭😭😭 https://t.co/RF3zv9rz00,467,217
2374,pedro_ferrari4,Pedro,"RT @vitor_hbf: Lula é elegível.

Amo? Não.
Queria votar nele? Não.
Prefiro mil antes dele? Sim. 
PT é deplorável? Sim.
Votaria nele contra…",174,659
2375,dmzcs1,Don Marzio,"RT @direitasiqueira: RESOLVI SAIR DO BRASIL SE O LULA GANHAR!!! 😤

MAS DEPOIS EU LEMBREI QUE O DOLAR TÁ 6 REAIS E NENHUM PAÍS TÁ DEIXANDO B…",414,1299
2376,oantonioo1,Antonio,RT @liamg11t: O risco de eleger Lula em 2022 é atrapalhar os planos de extermínio da população brasileira.,38,33
2377,CelioMontanha,Célio F Silva,"RT @DjalmaSilveira4: O Fachin não INOCENTOU Lula. O que ele fez foi anular as condenações, do modo que todos os processos voltam para a est…",4171,4996
2378,jffclb,Caleb #Lula2022,RT @fatouoficial: Existem TCC’s falando sobre os erros no processo do Lula. Milhares de advogados apoiaram o Fachin. Mas vc. Adolescente no…,96,131
2379,wns782,Wesley Nascimento da Silva,"RT @revistaoeste: 'Tem muita espuma nesse chope ainda', diz Mourão sobre Lula em 2022 https://t.co/fEnJbD6Sf8",1627,2076
2380,CleideCross,Cleide Cruz,"RT @BolsonaroSP: Não há como ""desver"" os escândalos de corrupção durante os tempos de Lula na presidência. Limpar sua ficha só aumentará o…",445,671
2381,WandersomMorais,Wanderson Morais,"RT @leandroruschel: No dia que as condenações de Lula são anuladas numa canetada, o Partido Novo baixa uma resolução que proíbe seus membro…",129,558
2382,jovinosumicity,Jovino Gonçalves,"RT @twtinvest: ++Lula adia entrevista coletiva para amanhã, para acompanhar julgamento da suspeição de Moro no STF.

No Brasil, o poste mij…",481,1946
2383,Brennomarques,Brennomarques,"RT @cancela_w: ""Quem achou que Bolsonaro ressignificaria a política no Brasil passou recibo do medo de enfrentar Lula na urna. Moralista se…",689,1899
2384,lage_netto,Netto Lage,RT @sensacionalista: Lula prejudica a economia e derruba a bolsa https://t.co/4hY7tHVI2Z,93,1033
2385,malokomuna,Rod,@jairbolsonaro @KAZUCA02 @jairbolsonaro tá sabendo que o presidente Lula vem aí?,30,392
2386,srebecaz,beca ;),"RT @caamila_sr: “Nem Bolsonaro nem Lula” 
vai apertar 17 de novo né vagabunda?!",1180,322
2387,ipemturu,mundinho juliette br #bbb21,Lula: baguncei a divisão,363,315
2388,NandoRenault,Claudia 🚩🚩JUNTOS SOMOS FORTES,"RT @delucca: Eu acho até engraçado ver a imprensa hegemônica usando a carta do ""a economia vai piorar se Lula for presidente"", porque o gov…",1469,1745
2389,gigilliard,gigi // teamJuliette,"RT @caamila_sr: “Nem Bolsonaro nem Lula” 
vai apertar 17 de novo né vagabunda?!",516,330
2390,faiper,faiper,"RT @Boscardin: Respondam sinceramente, repito já que nunca votei no PT: se Lula fosse o presidente vocês acham, francamente, que ele deixar…",190,374
2391,Thereza12979987,Thereza,"RT @BolsonaroSP: Não há como ""desver"" os escândalos de corrupção durante os tempos de Lula na presidência. Limpar sua ficha só aumentará o…",420,599
2392,Leonardo_alcnt,🇵🇸 𝐋𝐄𝐎 🇵🇸,RT @delucca: Desde 1989 é culpa do Lula https://t.co/m91X30wI9P,979,2116
2393,Chaiih_Reiis12,#fuzuêdageeh 🐍,"RT @euma___: o pai tá on e o brasil feliz de novo
lula meu presidente ❤ https://t.co/YdU76Zq2Sr",5686,5879
2394,lubortolazo,Luíza,"RT @rauqmp3: quem ficaria feliz com a notícia sobre lula? joao ou carla dias???

vote pensando nisso",641,399
2395,GuilhermeNagano,GuilhermeNagano,"RT @paulohfbueno: Enquanto o STF livra Lula e julga Moro, Lira vai pautar “pacote da impunidade”

Lei da Lavagem de Dinheiro, Improbidade A…",199,210
2396,cindybcruz,Cindy,"""eu não sou petista votei no pt porque não tinha escolha!!!""

lula elegível: https://t.co/bYV1i0EdJC",230,236
2397,semrotulo123,Ops I did it again,"RT @Rugasdeconje: Cêis tão  ligados de que o Lula corre risco de vida, né?",393,1091
2398,yangbabegirl,babe girl,"RT @CascaGrossaReal: Que Lula e Bolsonaro irão concorrer em 2022 a gente já sabe.

Agora resta saber se estarão na mesma chapa ou se serão…",3496,3190
2399,leavingamessage,Flávia,"RT @henrisilvaolive: Lula: a

Valor: Lula derruba bolsa de valores

Globo Esporte: A influência de Lula no rebaixamento do Vasco

Folha de…",81,279
2400,haneyoficial,inexplicável e veloz,"RT @jnflesch: Naquela outra rede, a velha conversa está em alta.
Estão dizendo de novo que se o Lula voltar é perigoso o Brasil virar uma V…",98,159
2401,MotorespTeles,onivaldo teles,RT @PlayAnitta: Em 2022 vocês são LULA ou BOLSONARO?,11,40
2402,isabelafelix_,i,"RT @biazitagomes: "" a bolsa despencou por causa do lula"".

Amigo vc tá dirigindo um UBER pq a direita destruiu a economia.",708,200
2403,MarcosExplica,Severide retired,"RT @ConexaoPetista: Tuítaço começando, usaremos duas tags por 2 motivos 👇

1) avisar a militância da suspeição do Marreco que será hoje.

2…",361,298
2404,mvaizatt,manu,"RT @ILLEGALBODE: ""é sério q ces tão realmente considerando votar no lula? 🙄"" https://t.co/XmtXjN58ei",163,367
2405,Elidian65084040,Elidiane,RT @xicosa: Aqui sim!!! Alegria de Bolsonaro em concorrer com Lula é conversa para boi dormir - 09/03/2021 - UOL Notícias https://t.co/ZZUA…,18,723
2406,BelemCitty,Belém City.,"RT @carolparaense: - Uma capital sem oxigênio: pessoas 😴😴😴
- recorde de morte por covid: pessoas 😴😴😴
- recorde de miseráveis e de desempreg…",16920,8448
2407,lua28l,lua,"RT @vitor_hbf: Lula é elegível.

Amo? Não.
Queria votar nele? Não.
Prefiro mil antes dele? Sim. 
PT é deplorável? Sim.
Votaria nele contra…",2782,4126
2408,spnkarina,Karinahr,RT @inthedoomed: lula vs bolsonaro em 2022 vai ser uma batalha tão grande que é capaz de desbancar gaara vs rock lee ao som de linkin park,475,399
2409,IgorLanaa,Igor Lana,RT @aurearezend: por mim que vá lula e bolsonaro pra casa da desgraça,457,258
2410,Jordanftbak,Levyxp ¡!,RT @lzinnftdacruz: tirar o Bolsonaro do poder eu também quero mais COLOCAR O LULA?,462,746
2411,Rose54405078,Rose,"RT @dilmabr: 2 É vergonhoso e lamentável. Ciro parece querer ser uma variante de Bolsonaro e, para isso, ataca a mim, a Lula e ao PT. O dis…",6,15
2412,emyllw,tristinha,"RT @soouhenrique: @felipeneto Lula:Vc me ama?

Eu:ss mto

Lula:Mas se os anti me derruba?

Eu:Eu te levanto

Lula:Se os bolsominions me can…",3895,3610
2413,bigboygab3,insta: @bigboygab3,RT @scarletwupdates: Foi aqui que a Wanda salvou o Brasil e alterou a realidade pro Lula ser solto e inocentado! #LulaElegivel #ScarletWitc…,1037,103
2414,mnegretoss,mmarcolinha,"RT @FernandoHoliday: Mesmo com o processo anulado, Gilmar Mendes quer tornar Moro suspeito porque assim todos os atos, inclusive as provas,…",26,125
2415,Dudaa_vitoriaa_,Eduarda Vitória,RT @lunardimariaa: Pleno 2021 tem gente que apoia o Lula kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,636,308
2416,mixkamala,mayarão// HAPPY SUGA DAY 🍊,RT @bIacksstarr: VER O BOLSONARO ENTREGANDO A FAIXA PRESIDENCIAL PRO LULA SERÁ MINHA RAZAO DE VIVER,463,455
2417,morangololos,morango do sudeste,"RT @diImabr: “Ai, tenho medo que o Lula volte a ser Presidente…”

Medo de que exatamente? O quilo da picanha a 16,00? O dólar a 1,90? A gas…",529,430
2418,Lecafa70,Leonardo C Faria,"RT @Alanghani: Quem chegará primeiro a 6?

A. Dólar
B. Gasolina
C. Número de ministros do STF que votarão para anular as condenações de Lula",1002,2058
2419,BeaMerguizo,𝕭࿊𝖑𝖆+1,"RT @naomytopzera: essa história de ""PT/Lula nunca mais"" sempre diz muito sobre a pessoa, principalmente agora com mais de 260 mil vidas per…",1531,921
2420,Rafaeljodes,Rafael Jodeskleydson,"RT @pedrodoria: Bolsonaro e Lula não são iguais.

Bolso gostaria de ser ditador.

Lula comprou o Centrão em dinheiro e não cargos, liderou…",156,415
2421,nanede,Ana,"@veiadoscausos Engraçado q a bolsa despencou e a Petrobrás perdeu bilhões, quando o coiso indicou o general p presi… https://t.co/x4SP4TmLia",1071,2462
2422,joonbeyo,Michie,RT @mouIimrouge: com a noticia do lula ja estou planejando meu intercambio em 2023 pelo ciências sem fronteiras,2037,1972
2423,pedronibernardo,bernardo💙⚽️,RT @foIkcc: vou apertar 13 tão forte que o lula vai sentir a dedada lá no cu dele,96,612
2424,claudiocalente,Claudio Calente,"RT @cartamaior: Ernesto Samper, ex-presidente da Colômbia e ex-secretário geral da Unasul, opina que a anulação das condenações de Lula “fe…",1091,714
2425,2THERIQUE,🚂✌️,"RT @mrtateofinal: Povo Brasileiro e muito otario mrm o cara roubou nós por vários anos e agora querem ele de volta, aaooo Lula e pau 🤦🏾‍♂️…",197,406
2426,CMitraud,Cida Mitraud,RT @buarrocha: Entendo uma esquerda que ja nasceu caviar não ter referência no Lula. Não viu a geladeira chegando. Não viu o bairro mudando…,181,405
2427,giio__fs,gigi ⚡,RT @sofiadalbo: VAI DEFENDER O LULA LÁ NA PQP,286,318
2428,s_beraldi,Houdini,"RT @s_beraldi: Cara, percebi que eu odeio política, ou pelo menos as pessoas em volta da política. Eu não consigo ver os cara babando ovo d…",170,663
2429,yarartist,Habsburga do Agreste,"@MissCupece Não são iguais de ruim mesmo, apesar de não gostar do Lula, duvido muito que ele deixaria a população morrer desse jeito.",469,622
2430,otaviomarq3,Otávio,"RT @ju_cdns: fodase bolsonaro, fodase lula 
políticos devem ser cobrados e não idolatrados",361,504
2431,carlosaffonso1,Carlos Affonso,"@Viana_IASD @andrizek E olha que o dólar em 2010 chegou a 1,66 no governo Lula.",91,354
2432,albvieira_,maryllian,espero que não pois nesse cenário o Lula ta fudido na mão da facção yeager https://t.co/LCVGIutQw9,249,169
2433,BrOtaku10,Quem defende o Estado e Políticos são Parasitas,"RT @ancapsu: Risco PT é tão alto assim? Mesmo lula sendo elegível, faz alguma diferença? Afinal, porque Fachin tomou tal medida tresloucada…",4,97
2434,valterfile,Valter Filé,"RT @BohnGass: “O ´risco Lula` é real forte, carne na mesa, gasolina barata, ações valorizadas e emprego de volta. Em oito anos, Lula ganhou…",188,313
2435,MistressDitaa,Macabéa,"RT @caamila_sr: “Nem Bolsonaro nem Lula” 
vai apertar 17 de novo né vagabunda?!",668,145
2436,eri_leite,♈️ Eri Leite ,"RT @arte_prima: Sérgio Moro

Gente

O dólar que beirou os R$6,00 no últimos 30 dias,

Ontem com a anulação das condenações do #Lula ,

Disp…",27628,24501
2437,iarafiigueireds,iara | #Wonder | 📖: peças infernais¹,"RT @itshotaria: ㅡ não mas o pt não é santo, jamais irei fechar os olhos pra tudo.
ㅡ lula vai poder se eleger contra o bolsonaro.
ㅡ É 13! É…",401,479
2438,RomuloBDias,Rômulo B. Dias ❤🚩🌎 Sem Mansão de R$ 6 Milhões,RT @Leoni_a_jato: Lula é muito menos esquerda que Dória é direita. Mas ele é considerado radical. Nunca entendi essa mentira ser tão aceita…,955,1135
2439,AndrLuisPachec1,.,"Nem Lula nem bolsonaro, bagulho é ver o ney costurando o campo e trazendo o hexa em 2022🤝🤝🤝",162,697
2440,flaviocamposPSB,Flavio Campos 🕊️,"RT @willgomes: Os jornalistas e comentaristas de política deveriam abster-se hoje  pelo menos dos 3 argumentos mais odiosos: 1) ""o efeito L…",3862,2944
2441,KaprillaMarques,Kah em ksa,"RT @thyago_gomes: ""nem Lula nem Bolsonaro.."" https://t.co/N6KghE0dmy",47,118
2442,jose_mjsn,Marcos José dos Nascimento Mjsn,"RT @allandospanos: ""Eu não vou enganar o povo mais uma vez"" Lula https://t.co/6uarROGMnl",545,4384
2443,kiautschau,Eine Größe Konfusion,imagina o lula é tao bunda virada pra lua que começa um novo superciclo de commodity em 2023,373,218
2444,olhandoamare,olhandoamare,"RT @pedrodoria: Bolsonaro e Lula não são iguais.

Bolso gostaria de ser ditador.

Lula comprou o Centrão em dinheiro e não cargos, liderou…",337,313
2445,heloisavd_,Heloisa,"RT @vitor_hbf: Lula é elegível.

Amo? Não.
Queria votar nele? Não.
Prefiro mil antes dele? Sim. 
PT é deplorável? Sim.
Votaria nele contra…",122,100
2446,kauanbroww,Kauan9x,"Se alguém quer o lula como presidente

Pode me dar unf por favor",160,483
2447,DrixEmerenciano,Adriana Emerenciano,"RT @JornalDaCidadeO: O Jornal da Noite de hoje, da TV JCO, está imperdível!

https://t.co/O0dSRuKC3s",2223,2360
2448,BrunoAl64883276,🇧🇷 Bruno S. Almeida - 6° Conta. ╭▄︻̷̿┻̿═━一,RT @Marta_Camponez: Por essa fala perdeu o cargo e teve que sair do país! Esse povo não brinca! Agora anularam todas as condenações do Lula…,402,538
2449,cassiocapitao,caripava,RT @RandonadmM: O Lula acordando o Bolsonaro em 2023 no dia da posse pra passar a faixa pra ele https://t.co/16XPWHBdvD,129,434
2450,Luiscrf18,Luis Otávio🇧🇷,"Com ou sem Lula, vai da #Bolsonaro2022",1025,1206
2451,littleggami,ؘheaven,RT @glhrxm: lula voltou antes que a rihanna,1648,528
2452,boicomabobora,Boi com Abóbora,RT @sensacionalista: Lula prejudica a economia e derruba a bolsa https://t.co/4hY7tHVI2Z,1896,202
2453,stanleyhaddad,stanley haddad 3️⃣8️⃣🇧🇷🇮🇱🇺🇸↪,RT @CarlaZambelli38: A primeira operação contra o Lula autorizada pela Justiça Federal em Curitiba foi há CINCO ANOS (4 de março de 2016).…,3434,4920
2454,lexbicafuturixt,thay 🏳️‍🌈,"RT @diImabr: “Ai, tenho medo que o Lula volte a ser Presidente…”

Medo de que exatamente? O quilo da picanha a 16,00? O dólar a 1,90? A gas…",748,1438
2455,Afz_Ste,Ste,"RT @caamila_sr: “Nem Bolsonaro nem Lula” 
vai apertar 17 de novo né vagabunda?!",787,309
2456,Indigrinada00,Detetive fofoqueira,Meu pai falando q vai votar no Lula,396,447
2457,ryanolvr1,Ryan,"RT @ILLEGALBODE: ""é sério q ces tão realmente considerando votar no lula? 🙄"" https://t.co/XmtXjN58ei",254,232
2458,tardivin,Rafa,"RT @ILLEGALBODE: ""é sério q ces tão realmente considerando votar no lula? 🙄"" https://t.co/XmtXjN58ei",225,531
2459,Light_Speed_17,ANMRDJDLPNBR | Light Speed Lucas,Eu não falo de política mas eu curto os memes shippando o Bolsonaro e o Lula porque eu acho aquilo hilário,353,506
2460,beraldo_deborah,deb trakinas,RT @maluaires_: Entre Lula e Bolsonaro a melhor opção é vazar do país,74,137
2461,rjorge4,regina🔰🇵🇹,RT @Miguel_100000: O poste do Lula nunca foi o Haddad e sim o Bolsonaro.,977,1005
2462,iian_crvg,ianzm ✠,minha vó comemorando que o lula tá solto e pedindo a Deus pra ele ser presidente dnv 🥰🥰🥰🥰,231,414
2463,juliailm,Julia ••,"RT @marcelorodjr: trabalhando pela primeira vez em anos. 
obrigado, presidente Lula!",2862,1028
2464,Ge_Ack,hokage,"RT @marcelorodjr: trabalhando pela primeira vez em anos. 
obrigado, presidente Lula!",413,393
2465,thammyy_s,Thamires S. ✨,RT @crisprodrigues: O Lula mal virou elegível e já voltou a ser responsável por tudo de ruim que acontece: criou hoje a polarização; fez o…,792,752
2466,shinesvvv,danii' ✊🏽✊🏾✊🏿,"RT @vitor_hbf: Lula é elegível.

Amo? Não.
Queria votar nele? Não.
Prefiro mil antes dele? Sim. 
PT é deplorável? Sim.
Votaria nele contra…",57,381
2467,Carlos_JuniorPT,Carlos Júnior 🇧🇷🚩🇻🇳,"RT @jandira_feghali: STF sobre Lula: a

Mercado: 🤬🤬🤬😡😡😡‼️‼️‼️‼️

Gov. genocida com 260 mil mortes: a

Mercado: 😍😍😍🥳🥳🥳🤗🤗🤗",3441,4365
2468,padeiroleo,padeiro 🇾🇪,RT @tarciziosilva: Lula inspira trabalho de homem que estava desocupado há 30 anos; entenda https://t.co/e7dIubYsbs,301,408
2469,paulobretasjr,Paulo Bretas,RT @DCM_online: Globo faz trégua com Bolsonaro para voltar a atacar Lula. Por Moisés Mendes https://t.co/vtpo2iirHC,596,1089
2470,FlviaCoutinho17,Flávia Neto Coutinho,"RT @Rconstantino: ""Lula é corrupto, mas também não matou ninguém na pandemia"", disse Joel Pinheiro, para espanto do @AdrillesRJorge bem ao…",1461,1717
2471,_tekinhasouza,Lola,"RT @FeCastanhari: Lula ladrão, roubou meu coração",913,646
2472,LVPOEMBTS,sasÄ 🌵 #LYLAC 25.03,"RT @marcelorodjr: trabalhando pela primeira vez em anos. 
obrigado, presidente Lula!",1692,1289
2473,franciz111,francisco,RT @AttuchLeonardo: Bom dia! Não caiam na ladainha da Globo nem no terrorismo de mercado https://t.co/d7XoVrtCtZ,1417,1612
2474,kbcatimao161910,Carlos André,RT @leandroruschel: O Centrão vê com simpatia a possibilidade de Lula voltar ao poder. É um antigo e confiável companheiro de roubo.,877,736
2475,AndreRamosSFC,André,"@Don_Vitinho @atiagomiranda @clayton_History Pior é esses caras que são contra o Bolsonaro mas apoiam o Lula, chega… https://t.co/wk8DIazCxZ",86,147
2476,sonsofanarchy70,JAX TELLER,RT @DadsDaughter777: Vocês sabem quando o Lula foi inocentado? Quando o cretino do Sergio Moro ABANDONOU o Governo e ainda ACUSOU o preside…,27,97
2477,AmexGamboa,Amex®,"RT @GabbardoJoao: Terça feira 09/03 8:36h 
Hoje ao final do dia teremos o maior número de novos óbitos (recorde) do país de toda a pandemia…",5285,5467
2478,MaryM_J4,Mary M.🇧🇷💙,"RT @BolsonaroSP: Não há como ""desver"" os escândalos de corrupção durante os tempos de Lula na presidência. Limpar sua ficha só aumentará o…",6529,6574
2479,alice11037462,alice,"@henrisilvaolive Quando que as pessoas pobres vão entender isso.
Que lula é maior ameaça ao povo rico explorador",7,36
2480,Joao12188712,Joao do mato 17,"RT @reportersalles: Ao dizer que Lula mereceu ser absolvido, Arthur Lira escancara o que todos nós que entendemos da política podre pratica…",385,520
2481,Ualahssy,CARTA À BERTA,"RT @reinaldoazevedo: Mercados estariam assustados c/ Lula. P q? Brasil passou a Grau de Investimento a 30 de abril de 2008, 6° ano do sua…",936,814
2482,rubycoIIen,ؘ,é fml eu me lasco tanto e sempre é envolvendo dinheiro lula faz alguma coisa,2101,1736
2483,FontenelleAnaLu,Analu,RT @SorrisoJPT: Lula elegível fez o Bolsonaro até correr atrás de vacina...,564,304
2484,OLeonardoRamos,Leonardo Ramos,"#ElesNao nem Lula ,Nem Bolsonaro prefiro o Armagedon",319,129
